Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Op Status,Coverage,Sponsor,Affiliate,Features,Links,Web links,Coordination,Last update
448.425,-5,107.2,"Larkspur, Westcreek",Douglas,W0CRA,OPEN,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,107.2,On-Air,Wide area 55 mi radius.,Colorado Repeater Association (CRA),ARESDEC,E-Power,"Full-time to 147.10500 (WA0DE) at Simla, CO .",http://www.w0cra.org,CCARC,2020-02-11
