Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,Grid,Op Status,Sponsor,Affiliate,Web links,Last update
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,DMR,95.58,NNW,,08,16780,39.45899963,-105.97899628,445.0875,440.0875,1,7,310830,RMHAM c Record retrieved from radioid.net,RMHAM,,Summit,DM79AL,On-Air,K2AD,Rocky Mountain Ham Radio,http://www.rmham.org/,2021-03-17
