Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Links,Coordination,Last update
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,76.34,SW,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,103.5,Park,DM78AV,On-Air,Western Park County,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",CCARC,2017-11-22
