Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Sponsor,Web links,Coordination,Last update
145.19,-0.6,100,"Cortez, Goodman",Montezuma,KB5ITS,OPEN,,08,16606,37.47389984,-108.50499725,145.19,144.59,100,DM57RL,On-Air,San Juan Connection,http://www.sjcham.com,CCARC,2020-01-17
