Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,96.9,SSE,,08,8086,37.14569855,-104.57099915,446.775,441.775,1,KD0RDI (B),jfindu lookup / dstar-users lookup,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,2017-12-13
