Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Notes,Web links,Coordination,Last update
146.64,-0.6,100,N0PUF,"Golden, Centennial Cone",CO,OPEN,,,25.63,WNW,,08,77,39.75249863,-105.35900116,146.64,146.04,100,Jefferson,On-Air,Wide area. Repeater Coverage Map,Denver Radio League,E-power.,8,DRL Repeaters,CCARC,2020-03-13
