Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,,96.87,SSE,,08,8180,37.16949844,-104.50099945,147.375,147.975,100,100,Las Animas,On-Air,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,CCARC,2017-10-24
