Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,32.39,NW,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,1,KC0DS (B),jfindu lookup / dstar-users lookup,Boulder,On-Air,Boulder County ARES,CCARC,2017-03-11
