Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Sponsor,Web links,Last update
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,DMR,111.95,NNE,,08,17249,40.08750153,-108.80500031,445.2625,440.2625,1,7,310154,RMHAM c Record retrieved from radioid.net,,Rio Blanco,On-Air,RMHAM,https://www.rmham.org,2019-11-27
