Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Sponsor,Affiliate,EchoLink,IRLP,Coordination,Last update
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,112.93,NNE,Node Offline,08,8216,40.02019882,-104.64199829,449.925,444.925,114.8,114.8,Weld,DN70,On-Air,K0EB,K0UPS Club,448035,8035,CCARC,2018-12-01
