Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Features,Coordination,Last update
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,,86.62,ESE,,08,12442,38.47829819,-107.87599945,146.91,146.31,107.2,107.2,Montrose,On-Air,E-Power,CCARC,2014-12-13
