Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,AllStar,Notes,Nets,Last update
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,64.96,NW,,08,18131,40.23920059,-105.84700012,449.425,444.425,103.5,103.5,Clear Creek,On-Air,"Grand Lake, CO",45202,Linked to the Allstar Florida Hub,Sunday and Tuesday nights at 7 PM MT,2019-09-21
