Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,154.02,NE,,08,201,39.91719818,-105.50099945,224.6,223,100,Gilpin,Unknown,W0RM,CCARC,2012-11-10
