Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update
448.175,-5,CC7,W0FT,Akron,CO,OPEN,DMR,52.69,W,,08,16784,40.16049957,-103.21399689,448.175,443.175,1,7,310833,RMHAM c Record retrieved from radioid.net,RMHAM,,Morgan,On-Air,W0FT,Rocky Mountain Ham Radio,http://www.rmham.org/,CCARC,2019-11-27
