Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Dynamic Groups use TS 1,CO Severe WX,NOCO Mountain FR,Local/Cluster,Colorado,N. Colorado,County,Grid,Op Status,Sponsor,Web links,Last update
445.1375,-5,CC2,KB0VGD,Greeley,CO,OPEN,DMR,134.4,W,,08,18521,40.407,-104.734,445.1375,440.1375,1,2,0,c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Dynamic Groups use TS 1 1 0 CO Severe WX 1 31083 NOCO Mountain FR 1 31084 Local/Cluster 2 2 Full-Time Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,1,1,2,2,2,Weld,DN70PJ,On-Air,WD0HDR,https://brandmeister.network/?page=repeater&amp;id=310210,2021-03-24
