Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Features,Notes,Web links,Coordination,Last update
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,,85.81,SSW,,08,8168,37.32600021,-108.2480011,145.325,144.725,100,Montezuma,DM57VH,On-Air,Wide area.,E-power.,Full time to the San Juan Connection,http://www.sjcham.com,CCARC,2018-01-15
