Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Sponsor,IRLP,Web links,Coordination,Last update
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,43.85,NNE,,08,158,40.26119995,-104.70600128,448.475,443.475,100,Weld,DN70PG,On-Air,Weld Amateur Radio Society (WARS),3839,http://www.warsco.org/,CCARC,2019-05-06
