Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Features,Links,EchoLink,IRLP,AllStar,Last update
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,171.67,E,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,100,El Paso,On-Air,KD0MDP,The Fun Machine,Linked.,Full-time to the The Fun Machine System .,363976,7301,28299,2015-06-02
