Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Web links,Coordination,Last update
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,62.66,S,,08,269,38.73720169,-104.8809967,448,443,107.2,El Paso,DM78NR,On-Air,CMRG Repeaters,CCARC,2018-01-15
