Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Features,Links,Web links,Coordination,Last update
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,,113.74,SE,,08,209,37.79330063,-107.6289978,147.375,147.975,156.7,San Juan,DM67ET,On-Air,Wide area.,13,"Part-time to 146.67000 (K0EP) at Durango, Eagle Pass, CO .",http://www.sjcham.com,CCARC,2018-01-15
