Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Features,IRLP,Commands,Coordination,Last update
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,,63.6,NE,,08,147,39.11729813,-108.52200317,145.175,144.575,107.2,Mesa,DM59RC,On-Air,Greater grand Junction area.,"E-power,",3161,Standard IRLP node commands.,CCARC,2016-05-11
