Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Last update
145.475,-0.6,CSQ,WD0BQM,Scottsbluff,NE,OPEN,,,167.91,NNE,,31,57,41.88710022,-103.66400146,145.475,144.875,CSQ,Scotts Bluff,DN81EV,On-Air,,RWMC,e-power.,2018-12-02
