Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,EchoLink,IRLP,Notes,Nets,Last update
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,,196.18,E,ON - In Conference IRLP 0082,31,11025,41.12820053,-101.72000122,146.76,146.16,123,Keith,On-Air,Charlie Allen,751985,7349,Linked to 146.940 in North Platte and 442.250 south of North Platte,Sun at 19:30. Wed at 20:00.,2015-07-09
