Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Nets,Web links,Last update
146.82,-0.6,123,W0WWV,"Heartwell, KGIN TV Tower",NE,OPEN,,,183.61,ESE,,31,24,40.58720016,-98.80269623,146.82,146.22,123,123,Kearney,EN00OO,On-Air,Wide Area,Amateur Radio Association Of Nebraska,E-power.,"Full-time to 444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE . Full-time to the W0WWV System .","ARAN Net: Tue and Thur at 20:00. Severe weather nets as needed -linked to National Weather Service office in Hastings/Grand Island, call - WX0GID.",http://w0wwv.org/,2018-01-05
