Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Notes,Coordination,Last update
444.925,5,100,NI0P,"St Libory, Microwave Tower",NE,OPEN,,,198.57,ESE,,31,112,41.10589981,-98.45639801,444.925,449.925,100,Howard,EN01,On-Air,"Hall, Howard, and Merrick Counties Interstate 80, HWY 30, HWY 281",Brian Schmidt,E-power,Replaced repeater.,WB0CMC,2018-12-09
