Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,EchoLink,IRLP,Nets,Coordination,Last update
146.94,-0.6,123,N0UGO,North Platte,NE,OPEN,EI,,89.27,E,ON - IDLE,31,11026,41.14030075,-100.76000214,146.94,146.34,123,Lincoln,On-Air,Charlie Allen,Linked to 146.760 in Ogallala and 442.250 south of North Platte,751985,7349,Sunday Night net: Sun at 20:30 Wednesday Night net: Wed at 21:00.,WB0CMC,2019-05-05
