Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,IRLP,Notes,Last update
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,,169.44,NNE,,31,11356,41.95100021,-103.80000305,445.1,445.1,100,100,Scotts Bluff,DN81CW,On-Air,3942,This is a simplex IRLP node.,2014-04-17
