Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Web links,Last update
147.03,0.6,,KD0PBW,"Kearney, County Courthouse",NE,OPEN,DSTAR,170.84,E,,31,14688,40.69929886,-99.08170319,147.03,147.63,1,KD0PBW (C) Repeater,jfindu lookup / dstar-users lookup,Buffalo,EN00,On-Air,"Buffalo County, HWY 10, HWY 30, and Interstate 80",http://www.dstarusers.org/viewrepeater.php?system=KD0PBW,2018-12-09
