Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Op Status,Coverage,Sponsor,Links,Notes,Nets,Last update
146.91,-0.6,131.8,WM0L,"Bassett, On Fire/Rescue tower",NE,OPEN,W,Y,198.81,NE,,31,19090,42.5858337,-99.5378941,146.91,146.31,1,Open ↑ / Open ↓,35574,Pawnee,On-Air,30,WM0L,Full-time internet linked to the Nebraska Hub System .,Connected to Nebraska Hub analog,RagChewers Net 7:30 pm Tuesday night.,2020-08-25
