Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,IRLP,Notes,Nets,Last update
147.36,0.6,225.7,WM0L,Ainsworth,NE,OPEN,I,,181.73,NE,,31,4,42.49200058,-99.88269806,147.36,147.96,225.7,225.7,Brown,EN02BL,On-Air,Coverage not as good to the South. 30 mi radius.,WM0L,WX radio with alerts.,Full-time to the Nebraska Hub System .,3142,100,Nebraska IRLP Net Sunday night at 8:30 pm local time on 9875 reflector,2020-01-19
