ID,StateID,Callsign,Use,Status,SquelchTone,Digital,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,DigitalTone.Input,DigitalTone.Output
10934,32,KG7SS,Open,On-Air,,,,36.33369827,-114.97599792,Clark,NV,"Las Vegas, Apex",902.05,927.05,411,
