ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.P25,Digital.YSF,Digital.DStar.Node
3108,32,W7AES,Open,On-Air,,,,35.9457016,-115.04299927,Clark,NV,"Las Vegas, Red Mountain",147.375,147.975,,,,W7AES (C)
