ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.IRLP,VOIP.Wires,VOIP.EchoLink.NodeID
151,32,K7IZA,Open,Off-Air,,,36.22470093,-114.97699738,Clark,NV,"Las Vegas, Sunrise Mountain",442.8,447.8,100,,,,,360534
