ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.Wires,VOIP.EchoLink.NodeID,VOIP.IRLP.NodeID
3554,32,KE7OPJ,Open,On-Air,,,36.01940155,-114.99500275,Clark,NV,Henderson,442.65,447.65,123,,,,8774,3336
