ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Digital,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output
9513,32,K7RRC,Open,Off-Air,,,,,36.11460114,-115.17299652,Clark,NV,Las Vegas,442.125,447.125
