ID,StateID,Callsign,Use,Status,SquelchTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,DigitalTone.Input,DigitalTone.Output,VOIP.AllStar,VOIP.Wires,VOIP.EchoLink.NodeID,VOIP.IRLP.NodeID
291,32,N3TOY,Open,On-Air,,,36.17890167,-114.99700165,Clark,NV,"Las Vegas, Frenchman Mountain",902.1125,927.1125,432,,,,234957,3418
