ID,StateID,Callsign,Use,Status,SquelchTone,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,DigitalTone.Input,DigitalTone.Output,Digital.P25,Digital.DStar,Digital.NXDN,Digital.YSF,VOIP.AllStar,VOIP.IRLP,VOIP.Wires,Digital.DMR.ColorCode,Digital.DMR.ID,VOIP.EchoLink.NodeID
3708,32,NO7BS,Open,Other,,36.1169014,-115.17299652,Clark,NV,Las Vegas,440,445,606,,,,,,,,,0,0,284940
