ID,StateID,Callsign,Use,Status,SquelchTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,DigitalTone.Input,DigitalTone.Output,Digital.P25,Digital.DStar,Digital.NXDN,Digital.YSF,Digital.DMR.ColorCode,Digital.DMR.ID
14408,32,NX7R,Open,On-Air,,,36.03950119,-114.98200226,Clark,NV,"Henderson, Votech Mesa",440.625,445.625,754,,,,,,15,313216
