ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.Wires,VOIP.EchoLink.NodeID,VOIP.IRLP.NodeID
331,32,N7ARR,Open,On-Air,,,36.17499924,-115.13600159,Clark,NV,"Las Vegas, strip",441.7,446.7,118.8,,,,333185,3194
