ID,StateID,Callsign,Use,Status,SquelchTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,DigitalTone.Input,DigitalTone.Output,Digital.P25,Digital.DStar,Digital.YSF,Digital.DMR.ColorCode,Digital.DMR.ID
13082,32,NX7R,Open,On-Air,,,36.03950119,-114.98200226,Clark,NV,"Henderson, Red Mountain",444.625,449.625,754,,,,,15,310422
