Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update
147.55,-2.6,,KI6WZX,"Running Springs, Keller Peak",CA,OPEN,DSTAR,173.86,SW,,06,3677,34.19580078,-117.0490036,147.55,144.995,1,KI6WZX (C),jfindu lookup / dstar-users lookup,San Bernardino,DM14LE,On-Air,"Mexican Border to Tehachapi, parts of Indio and Barstow.",Keller Peak D-Star Club,7,TASMA,2013-08-31
