Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Features,Web links,Last update
446.34,-5,,KI6WZX,"Running Springs , Keller Peak",CA,OPEN,DSTAR,173.85,SW,,06,5965,34.19599915,-117.0490036,446.34,441.34,1,KI6WZX (B),jfindu lookup / dstar-users lookup,San Bernardino,DM14le,On-Air,Wide area:,Keller Peak D-Star Club,7,http://www.socaldstar.com,2016-02-27
