Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,Grid,Op Status,Coverage,Affiliate,Notes,Coordination,Last update
443,5,CC1,K6RET,"Bakersfield, Shirley Peak",CA,OPEN,DMR,193.98,W,,06,1809,35.70690155,-118.55999756,443,448,1,1,110688,Brandmeister c Record retrieved from radioid.net,BrandMeister US,BrandMeister,Kern,DM05RQ,On-Air,"Wide area: Frazier Park (Grapevine) on I-5 to Chowchilla on Hwy 99 and up I-5 to about 12 miles S of 152, Lake Isabella",KERN System / Amateur Radio Repeater Group,7,NARCC,2019-11-27
