Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,Op Status,Coverage,FM,Analog Bandwidth,Last update
449.02,-5,,K6UHF,"Phelan, Blue Ridge",CA,PRIVATE,FM,190.35,SW,,06,18267,34.35179901,-117.67500305,449.02,444.02,Los Angeles,DM14di,On-Air,"Wide area: Los Angeles &amp; Orange counties, high desert of San Bernardino county.",Yes; analog capable.,,2019-11-10
