Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,P-25 Digital Enabled,NAC,Default Reflector,County,Op Status,Coverage,AllStar,Notes,Web links,Coordination,Last update
448.38,-5,NAC 927,WD6AWP,"Wrightwood, Blue Ridge",CA,PRIVATE,AllStar P-25,190.4,SW,,06,1194,34.35440063,-117.67900085,448.38,443.38,1,927,1,Los Angeles,On-Air,"Wide coverage: Los Angeles, Orange, San Bernardino and parts of Riverside Counties as well as southern parts of the California Central Valley.",2528,The repeater is a private system and membership is by recommendation from existing members.,http://wd6awp.net,SCRRBA,2019-10-05
