Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Op Status,Sponsor,Affiliate,Coordination,Last update
445.78,-5,,K6PIN,Crestline,CA,CLOSED,Fusion,180.03,SW,,06,2755,34.2419014,-117.28500366,445.78,440.78,1,Open ↑ / Open ↓,San Bernardino,On-Air,Pacific Intertie Network,N6RTR Repeater Group,SCRRBA,2018-06-07
