Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,P-25 Digital Enabled,NAC,Default Reflector,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Links,AllStar,Coordination,Last update
927.55,-25.5,NAC 293,N6LXX,"Claremont, Sunset Ridge",CA,OPEN,AllStar P-25,199.15,SW,,06,2070,34.18759918,-117.69999695,927.55,902.025,1,293,1,Los Angeles,DM14DE,On-Air,"Los Angeles, Orange, San Bernardino, Riverside Counties.",N6LXX,N6LXX,"Has standard -25 MHz offset input of 902.55, but use aux. input of 902.025 PL-123.0 for better coverage.",Full-time to the N6LXX System .,29883,SCRRBA,2020-07-29
