Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Last update
446.58,-5,CC1,K6IFR,"Palm Springs, Edom Hill",CA,OPEN,DMR,175.18,SSW,PAPA is Member Supported. Visit PAPASYS.COM. Recommended Talkgroups Timeslot 1 California - 3106 (static); California 1 - 31061; North America - 93; Worldwide - 91; TAC-310 - 310; US - 3100; EMCOM - 9911 Timeslot 2 PAPA Chat - 31077 (static); SoCal - 31066; SoCal 1 - 31067; Local - 2 (static) When adding your own talkgroups please use timeslot 1 Join us for The PAPA System DMR Roundtable on Monday nights at 20:00 (California Time) on the California 3106 talkgroup,06,12513,33.86660004,-116.43399811,446.58,441.58,1,1,310671,SoCal c Record retrieved from radioid.net,,Riverside,DM13SU,On-Air,2019-11-27
