Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Web links,Last update
147.57,-2.6,,KJ6KTV,Twentynine Palms,CA,OPEN,DSTAR,149.75,SSW,,06,13331,34.13560104,-116.05400085,147.57,145.015,1,KJ6KTV (C) Gateway Repeater,jfindu lookup / dstar-users lookup,San Bernardino,On-Air,,http://facebook.com/kj6ktv,2017-01-20
