Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,Op Status,Coverage,Sponsor,FM,Analog Bandwidth,Links,Web links,Coordination,Last update
449.42,-5,,KE6TZF,"Pomona, Sunset Ridge",CA,PRIVATE,FM,199.15,SW,,06,8605,34.18759918,-117.69999695,449.42,444.42,Los Angeles,DM14DE,On-Air,"Los Angeles, Orange, W. San Bernardino &amp; W. Riverside counties",Sunset Ridge Repeater Group,Yes; analog capable.,,"Linkable to 224.08000 (WR6JPL) at Pasadena, JPL Mesa, CA . Linkable to 445.20000 (WR6JPL) at Pasadena, JPL, CA .",http://www.qsl.net/ke6tzf,SCRRBA,2019-09-08
