Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Coverage,Coordination,Last update
446.06,-5,CC2,N6GGS,"Victorville, Quartzite Mtn",CA,OPEN,DMR,188.16,SW,,06,12506,34.3608017,-117.63300323,446.06,441.06,1,2,310661,DCI c Record retrieved from radioid.net,,San Bernardino,DM14EI,On-Air,60,SCRRBA,2019-11-27
