Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Sponsor,Features,Nets,Coordination,Last update
147.54,-2.6,,W6CPA,"Wrightwood, Blue Ridge",CA,OPEN,DSTAR,190.29,SW,,06,3676,34.35219955,-117.6740036,147.54,144.985,1,W6CPA (C),jfindu lookup / dstar-users lookup,Los Angeles,DM14DI,On-Air,Independent Radio Club.,Mode: DV.,Tue at 20:00.,TASMA,2010-07-05
