Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Op Status,Sponsor,FM,Analog Bandwidth,Last update
443.4,5,,WA6TZF,"Bishop, Sliver Peak",CA,PRIVATE,FM,189.11,WNW,,06,18658,37.411273,-118.186118,443.4,448.4,Inyo,On-Air,"Cactus Intertie, Inc",Yes; analog capable.,,2020-04-13
