Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Coordination,Last update
447.14,-5,,K6IFR,Palm Springs,CA,OPEN,DSTAR,180.13,SSW,,06,2461,33.83029938,-116.54399872,447.14,442.14,1,K6IFR (B),jfindu lookup / dstar-users lookup,Riverside,On-Air,,I Fly Radio Club,SCRRBA,2014-03-20
