Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Features,FM,Analog Bandwidth,Coordination,Last update
147.12,0.6,91.5,K7GIL,"Victorville, Quartzite Mtn.",CA,OPEN,FM,162.05,SW,,06,470,34.6114006,-117.29000092,147.12,147.72,91.5,San Bernardino,DM14io,On-Air,Victorville &amp; neighboring high desert communities.,Open autopatch.,Yes; analog capable.,,TASMA,2019-11-18
