Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,On-air,Sponsor,Last update
446.87,-5,,W6CPA,"Wrightwood, Blue Ridge",CA,OPEN,DSTAR,190.4,SW,,06,5190,34.35440063,-117.67900085,446.87,441.87,1,W6CPA (B),jfindu lookup / dstar-users lookup,Los Angeles,Unknown,Independent Radio Club,2010-09-08
