Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,WIRES-X,County,Op Status,Coverage,Sponsor,Affiliate,Features,Nets,Web links,Last update,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,On-air,Coordination,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,Links,Grid,IRLP,EchoLink,AllStar,Commands,Notes,Local Network,Feed,Mixed-Mode,Analog Bandwidth,P-25 Digital Enabled,NAC,Default Reflector,Talkgroups,Southern Colorado,Devilshead Local,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Rocky Mountain Wide,Central Regional,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,Bandwidth,Eastern Colorado,Worldwide,North America,WW English FT,TAC 310,Local/Cluster,N. Colorado,TAC 311,Colorado,Colorado Chat,DCI Bridge,Mountain Reg USA,Worldwide English FT,Location Photo,Wyoming,WyLOCAL
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,38.22,NW,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,Boulder,On-Air,,Rocky Mountain Ham Radio,,Linked on Time Slot 2 to Almagre Mtn (446.950).,,,2019-11-27,,,,1,7,310813,RMHR c Record retrieved from radioid.net,,,,,,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,38.22,NW,,08,8992,40.07220078,-105.35399628,445.05,440.05,,Boulder,On-Air,Wide area,Rocky Mountain Ham Radio,,BrandMeister Network,,,2019-11-27,,,,1,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister,,CCARC,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,38.22,NW,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,,Boulder,On-Air,Boulder/Denver Metro,Colorado Repeater Association (CRA),CRA VHF Link System,"Closed autopatch, e-power.",,,2017-11-13,,,,,,,,,,CCARC,107.2,107.2,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,3990,347086,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,38.22,NW,,08,20,40.07220078,-105.35399628,447.975,442.975,,Boulder,On-Air,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),,Closed autopatch.,,,2016-09-08,,,,,,,,,,CCARC,107.2,107.2,,,,DN70HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,38.22,NW,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,Boulder,On-Air,Denver metro area.,Rocky Mtn VHF Soc,,8,,RMVHS repeaters,2017-03-11,,,,,,,,,,CCARC,,,,,"Full-time to 449.55000 (W0IA) at Boulder, CO .",DN70HB,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,123,W0JZ,Gold Hill,CO,OPEN,,,39.72,NW,,08,13368,40.06330109,-105.41000366,146.91,146.31,,Boulder,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,"Town of Gold Hill, Colorado",,"Summer Tue at 19:30P, Winter 19:00.",http://goldhilltown.com/,2020-03-31,,,,,,,,,,,123,127.3,,,,,,,,,There is a MOU With BCARES for repeater use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8875,-5,,KE0VUW,"Colorado Springs, Sun Hills Subdivision",CO,OPEN,,S,41.6,S,,08,18710,39.046,-104.8065,446.8875,441.8875,,El Paso,On-Air,,Pikes Peak Regional OEM SCU,,,,,2020-05-04,1,KE0VUW (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,42.47,SSE,,08,17551,39.04850006,-104.7009964,448.95,443.95,,El Paso,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,N0PKT,K0JSC,e-power,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,http://www.k0jsc.com,2019-01-08,1,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,,Unknown,,,,1,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,42.73,S,,08,57,39.03020096,-104.7990036,448.8,443.8,,El Paso,On-Air,I-25 corridor from Baptist Rd south to Fort Carson,Pikes Peak FM Association (http://PPFMA.ORG),,,,PPFMA Repeaters,2019-09-24,,,,,,,,,,CCARC,100,,,,,DM79OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,43.85,NNE,,08,157,40.26119995,-104.70600128,147,147.6,,Weld,On-Air,,Weld ARS,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",Tuesday Night club net,,2019-05-06,,,,,,,,,,CCARC,,,1,Open ↑ / Open ↓,,DN70PG,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,43.85,NNE,,08,158,40.26119995,-104.70600128,448.475,443.475,,Weld,On-Air,,Weld Amateur Radio Society (WARS),,,,http://www.warsco.org/,2019-05-06,,,,,,,,,,CCARC,100,,,,,DN70PG,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,44.27,SSE,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,,El Paso,On-Air,,KD0MDP,The Fun Machine,Linked.,,,2015-06-02,,,,,,,,,,,100,100,,,Full-time to the The Fun Machine System .,,7301,363976,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,45.7,S,,08,249,38.9939003,-105.05599976,145.415,144.815,,Teller,,,MARC,,"Closed autopatch, e-power.",,,2012-11-12,,,,,,,,,Unknown,CCARC,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,45.7,S,,08,252,38.9939003,-105.05599976,449.025,444.025,,Teller,,,Mountain Amateur Radio Club (MARC),,Linked.,,,2012-11-10,,,,,,,,,Unknown,CCARC,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,45.7,S,,08,250,38.9939003,-105.05599976,146.82,146.22,,Teller,On-Air,,Mountain ARC,,E-power.,MARC/PCRC: Tue at 19:30.,,2016-11-17,,,,,,,,,,CCARC,107.2,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,45.7,S,,08,251,38.9939003,-105.05599976,448.65,443.65,,Teller,On-Air,,Mountain ARC (MARC),MARC,E-power.,MARC/PCRC: Tue at 19:30.,,2016-11-17,,,,,,,,,,CCARC,107.2,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,45.71,S,,08,8193,38.9939003,-105.05699921,447.675,442.675,,Teller,On-Air,,Mountain Amateur Radio Club (MARC),,E-power.,,,2014-05-22,,,,,,,,,,CCARC,179.9,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,45.72,S,,08,3750,38.99380112,-105.05699921,927.9,902.9,,Teller,On-Air,,MARC,,,,,2012-11-10,,,,,,,,,,CCARC,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,46,S,,08,9503,38.9878006,-105.04399872,449.325,444.325,,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",KA4EPS,Amateur Radio Motorcycle Club,E-power. Allstar Node 27976,Sunday 1900 MST Tuesday 1900 MST,http://www.ka4eps.com,2019-04-01,,,,,,,,,,CCARC,103.5,103.5,,,,DM78LX,,,27976,,Node # 27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,51.87,SE,,08,12167,39.22669983,-104.08999634,147.105,147.705,,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.",ARES of Douglas and Elbert Counties,Colorado Repeater Association,Linked to CRA 448.425 - WestCreek,,http://www.w0cra.org/,2020-02-11,,,,,,,,,,CCARC,107.2,107.2,,,"Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",DM79WF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,52.03,WNW,,08,3756,39.94729996,-105.79499817,447.45,442.45,,Grand,On-Air,,W0IG,,,,,2013-10-26,,,,,,,,,,CCARC,103.5,,,,,DM79CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,52.04,SSW,,08,8214,38.97969818,-105.35700226,449.7,444.7,,Park,,,CMRG,,,,,2012-11-12,,,,,,,,,Unknown,CCARC,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,52.6,SW,,08,170,39.0489006,-105.51200104,147.36,147.96,,Park,On-Air,Wide area.,,,E-power.,,CMRG Repeaters,2018-01-15,,,,,,,,,,CCARC,107.2,107.2,,,,DM79FB,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,52.61,SW,,08,169,39.04940033,-105.51300049,146.685,146.085,,Park,On-Air,,Mountain ARC (MARC),,"Closed autopatch, e-power.",MARC/PCRC: Tue at 19:30.,,2016-11-17,,,,,,,,,,CCARC,107.2,107.2,,,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",DM79FB,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,52.92,N,,08,181,40.39780045,-105.0739975,449.575,444.575,,Larimer,On-Air,,Loveland Rptr Assoc,,"Closed autopatch, e-power.",,,2018-02-24,,,,,,,,,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,53.5,N,,08,159,40.40370178,-104.70300293,449.725,444.725,,Weld,On-Air,,K0OJ,,"Autopatch, WX.",,,2019-10-04,,,,,,,,,,CCARC,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,53.51,NNW,,08,179,40.39849854,-105.125,147.195,147.795,,Larimer,On-Air,,Loveland Repeater Assoc,,"Closed autopatch, e-power.",,,2016-08-18,,,,,,,,,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,53.53,N,,08,156,40.40359879,-104.69999695,146.85,146.25,,Weld,On-Air,,Northern Colorado ARC,,"E-power, WX.",,,2017-05-08,,,,,,,,,,CCARC,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,54.77,N,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,Weld,On-Air,,,,,,,2020-02-17,,,,1,2,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,54.78,N,,08,8210,40.4233017,-104.70899963,449.325,444.325,,Weld,On-Air,,Colorado Amateur Repeater Network (CARN),,,,,2012-11-12,1,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,55.49,N,,08,3621,40.44400024,-104.98899841,448.025,443.025,,Larimer,On-Air,,Northern Colorado ARC,,,,,2016-03-21,,,,,,,,,,CCARC,100,100,1,Open ↑ / Open ↓,,DN70MK,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,55.82,S,,08,8176,38.83969879,-104.80000305,147.135,147.735,,El Paso,On-Air,,AA0L,,6,,,2016-04-08,,,,,,,,,,CCARC,100,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,55.83,S,,08,46,38.83810043,-104.82099915,147.27,147.87,,El Paso,On-Air,,TRA,,E-power.,,,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,55.83,S,,08,43,38.83810043,-104.82099915,146.91,146.31,,El Paso,On-Air,,GGARC,,E-power.,,,2016-08-10,,,,,,,,,,CCARC,151.4,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,55.83,S,,08,48,38.83810043,-104.82099915,147.39,147.99,,El Paso,On-Air,,W0MOG,,,,,2016-08-10,,,,,,,,,,CCARC,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,56.07,S,,08,44,38.84000015,-105.04000092,146.97,146.37,,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,,e-power.,listed on http://ppfma.org,PPFMA Repeaters,2019-11-11,,,,,,,,,,CCARC,100,,,,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",DM78LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,56.07,S,,08,54,38.84000015,-105.04000092,448.45,443.45,,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Pk FM Assoc,,E-power.,see http://www.ppfma.org,PPFMA Repeaters,2019-03-07,,,,,,,,,,CCARC,100,,,,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",DM78LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,56.12,S,,08,8211,38.83390045,-104.82099915,449.575,444.575,,El Paso,On-Air,,RMHARC,,,,,2016-08-10,,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,56.12,S,,08,8200,38.83390045,-104.82099915,448.3,443.3,,El Paso,On-Air,,AA0L,,,,,2016-08-10,,,,,,,,,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,56.12,S,,08,50,38.83390045,-104.82099915,447.35,442.35,,El Paso,On-Air,,GGARC,,E-power.,,,2015-03-04,,,,,,,,,,CCARC,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,56.12,S,,08,8182,38.83390045,-104.82099915,224.06,222.46,,El Paso,,Wide area.,Pikes Peak FM Association (PPFMA),,"E-power, linked.",,,2012-11-12,,,,,,,,,Unknown,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,56.12,S,,08,49,38.83390045,-104.82099915,447.025,442.025,,El Paso,On-Air,,Colorado Springs ARA,,"Closed autopatch, e-power, linked, remote base.",,,2016-08-10,,,,,,,,,,CCARC,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,56.12,S,,08,8198,38.83390045,-104.82099915,448.25,443.25,,El Paso,On-Air,Colorado Springs,,,,,,2018-09-25,,,,,,,,,,CCARC,123,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,56.12,S,,08,51,38.83390045,-104.82099915,447.475,442.475,,El Paso,On-Air,,Mountain ARC (MARC),,"Closed autopatch, e-power.",MARC/PCRC: Tue at 1930.,,2019-11-07,,,,,,,,,,CCARC,107.2,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,56.12,S,,08,55,38.83390045,-104.82099915,448.6,443.6,,El Paso,,,W0MOG,,,,,2012-11-10,,,,,,,,,Unknown,CCARC,114.8,,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,56.12,S,,08,3537,38.83390045,-104.82099915,927.8,902.8,,Teller,On-Air,,,,6,,,2012-11-10,,,,,,,,,,CCARC,D116,,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,56.12,S,,08,8191,38.83390045,-104.82099915,447.55,442.55,,El Paso,On-Air,,WA6IFI,,,,,2015-11-13,,,,,,,,,,CCARC,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,56.18,S,,08,42,38.83969879,-104.7437973,146.85,146.25,,El Paso,On-Air,Greater Colorado Springs Area,AD0TP,Village 7 Amateur Radio Club,,,http://www.v7arc.com/,2020-02-10,,,,,,,,,,CCARC,156.7,103.5,,,,DM78PU,,,,,Please email with comments/signal reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,57.5,NNW,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,,E-power.,ARES D-10: Thu at 19:00.,,2020-03-22,,,,,,,,,,CCARC,123,123,,,"Full-time to 449.80000 (N0FH) at Estes Park, CO .",DN70GI,7268,625757,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the * character followed by a four, five, or six digit node number where you wish to connect). The disconnect is #.","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,58.72,WSW,,08,24,39.44390106,-105.96900177,147.39,147.99,,Summit,On-Air,Wide area.,Colorado Connection,,12,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,Breckenridge Repeater,2019-11-08,,,,,,,,,,CCARC,88.5,123,,,Full-time to the Colorado Connection System .,DM79AK,,,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,58.99,WSW,,08,16780,39.45899963,-105.97899628,445.0875,440.0875,,Fremont,On-Air,,K2AD,Rocky Mountain Ham Radio,,,http://www.rmham.org/,2019-11-27,,,,1,7,310830,RMHAM c Record retrieved from radioid.net,,,,,,,,,DM79AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,59.47,NNW,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,Larimer,On-Air,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,N0WAR,W0DMR,Brandmeister Network,,http://www.w0dmr.org,2019-11-27,,,,1,2,310853,Brandmeister c Record retrieved from radioid.net,,,,,,,,,DN70FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,59.65,N,,08,8194,40.49599838,-105.07900238,447.725,442.725,,Larimer,On-Air,,W7RF,,,,,2018-05-13,,,,,,,,,,CCARC,131.8,,,,,DN70LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,59.75,S,,08,56,38.77999878,-104.84999847,448.725,443.725,,El Paso,On-Air,,KA0TTF,,,,,2016-04-19,,,,,,,,,,CCARC,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,60.42,S,,08,5220,38.77259827,-104.99299622,446.95,441.95,,Teller,On-Air,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,RMHAM,,,,2019-11-27,,,,1,7,310816,RMHR c Record retrieved from radioid.net,,,,,,,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,60.42,S,,08,58,38.77259827,-104.99299622,927.725,902.025,,Teller,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",WA6IFI,,12,,Yahoo Group,2020-01-01,,,,,,,,,,CCARC,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,1,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,60.43,S,,08,8178,38.77249908,-104.99299622,147.18,147.78,,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,,E-power (solar).,,,2017-03-09,,,,,,,,,,CCARC,100,,,,,DM78MS,,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,60.45,NNW,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,,Larimer,On-Air,,Estes Valley ARC,,E-Power,ARES D-10: Thu at 19:00.,,2017-08-05,,,,,,,,,,CCARC,123,,,,"Full-time to 146.68500 (N0FH) at Estes Park, CO .",,7268,625757,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
