Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,On-air,Sponsor,Coordination,Last update
442.075,5,131.8,W5HFZ,Buffalo,OK,OPEN,,,185.42,SE,,40,4354,36.84059906,-99.62680054,442.075,447.075,131.8,Harper,EM06EU,Unknown,GBARG,ORSI,2010-09-11
