Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,On-air,Sponsor,Coordination,Last update
444.275,5,,K5GUD,Mooreland,OK,OPEN,DSTAR,199.96,SE,,40,4458,36.43510056,-99.20480347,444.275,449.275,1,K5GUD (B),jfindu lookup / dstar-users lookup,Woodward,EM06JK,Unknown,K5GUD,ORSI,2012-09-03
