Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Notes,Web links,Coordination,Last update
147,0.6,103.5,K5GSM,Woodward,OK,OPEN,,,197.89,SE,,40,4537,36.27000046,-99.33000183,147,147.6,103.5,Woodward,EM06,On-Air,NW Oklahoma/Woodward area,K5GSM/WX5OKC,Western Oklahoma SKYWARN,Linked,May be linked to NWS during severe weather or other events.,K5GSM Link,ORSI,2019-07-16
