Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,IRLP,Commands,Notes,Last update
146.475,0,146.2,W0FUI,Hot Springs,SD,OPEN,I,,179.58,NNW,,46,8144,43.42509842,-103.48400116,146.475,146.475,146.2,146.2,Fall River,DN83GK,On-Air,More info on the coverage area would be helpful.,W0FUI,IRLP,7976,IRLP: Connect- [node nbr] / Disconnect- 73.,Turns itself off every night. More control info on the website.,2015-07-11
