ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.P25,Digital.DStar,Digital.NXDN,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
3104,6,K6PIN,Closed,On-Air,,,,34.23410034,-117.14199829,Riverside,CA,"Riverside, Box Springs",442.22,447.22,,,,,Open ↑,Open ↓
