ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.IRLP,VOIP.Wires,VOIP.EchoLink.NodeID
18064,6,W6CTR,Open,On-Air,,,34.34329987,-116.40699768,Los Angeles,CA,"Sylmar, Contractor's Point",440.16,445.16,100,,,,,379885
