ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.P25,Digital.DStar,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
2753,6,K6PIN,Closed,On-Air,,,,34.18759918,-117.69999695,Los Angeles,CA,"Pomona, Sunset Ridge",443.46,448.46,,,,Open ↑,Open ↓
